survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,embark_town,alive,alone,age_z,fare_z
0,3,female,25.0,0,0,7.775,S,Third,woman,False,Southampton,no,True,-0.3325069994461559,-0.4896698938670636
1,2,female,24.0,0,2,14.5,S,Second,woman,False,Southampton,yes,False,-0.4095626884556714,-0.3542750561148243
1,1,male,37.0,1,1,52.5542,S,First,man,True,Southampton,yes,False,0.5921612686680294,0.411872488092055
0,2,male,54.0,1,0,26.0,S,Second,man,True,Southampton,no,False,1.902107981829792,-0.1227448502931512
0,3,male,28.0,0,0,7.25,S,Third,man,True,Southampton,no,True,-0.1013399324176096,-0.5002397510893574
0,3,female,29.0,1,1,10.4625,S,Third,woman,False,Southampton,no,False,-0.0242842434080941,-0.4355622914196074
0,1,male,62.0,0,0,26.55,S,First,man,True,Southampton,no,True,2.5185534939059155,-0.1116716665364625
0,3,male,30.0,1,0,16.1,S,Third,man,True,Southampton,no,False,0.0527714456014212,-0.3220621579135481
0,3,female,41.0,0,2,20.2125,S,Third,woman,False,Southampton,no,False,0.9003840247060911,-0.2392649430055802
1,3,female,29.0,0,2,15.2458,C,Third,woman,False,Cherbourg,yes,False,-0.0242842434080941,-0.3392598189407544
1,1,female,28.0,0,0,79.2,C,First,woman,False,Cherbourg,yes,True,-0.1013399324176096,0.9483340148992844
1,1,female,30.0,0,0,86.5,S,First,woman,False,Southampton,yes,True,0.0527714456014212,1.0953053629426073
1,1,female,35.0,0,0,512.3292,C,First,woman,False,Cherbourg,yes,True,0.4380498906489985,9.668550782149426
1,2,female,50.0,0,1,26.0,S,Second,woman,False,Southampton,yes,False,1.5938852257917302,-0.1227448502931512
0,3,male,28.0,0,0,7.75,Q,Third,man,True,Queenstown,no,True,-0.1013399324176096,-0.4901732204014585
1,3,male,3.0,4,2,31.3875,S,Third,child,False,Southampton,yes,False,-2.0277321576554956,-0.0142779821310413
0,1,male,52.0,1,1,79.65,S,First,man,True,Southampton,no,False,1.747996603810761,0.9573938925183936
0,1,male,40.0,0,0,0.0,S,First,man,True,Southampton,no,True,0.8233283356965757,-0.6462044460638905
0,3,female,28.0,0,0,7.75,Q,Third,woman,False,Queenstown,no,True,-0.1013399324176096,-0.4901732204014585
0,2,male,36.0,0,0,10.5,S,Second,man,True,Southampton,no,True,0.5151055796585139,-0.434807301618015
0,3,male,16.0,4,1,39.6875,S,Third,man,True,Southampton,no,False,-1.026008200531795,0.1528264272880792
1,3,male,25.0,1,0,7.775,S,Third,man,True,Southampton,yes,False,-0.3325069994461559,-0.4896698938670636
1,1,female,58.0,0,1,153.4625,S,First,woman,False,Southampton,yes,False,2.210330737867854,2.443465485319458
1,1,female,35.0,0,0,135.6333,S,First,woman,False,Southampton,yes,True,0.4380498906489985,2.084509107438086
0,1,male,28.0,0,0,31.0,S,First,man,True,Southampton,no,True,-0.1013399324176096,-0.0220795434141629
1,3,male,25.0,0,0,0.0,S,Third,man,True,Southampton,yes,True,-0.3325069994461559,-0.6462044460638905
1,2,female,41.0,0,1,19.5,S,Second,woman,False,Southampton,yes,False,0.9003840247060911,-0.253609749235836
0,1,male,37.0,0,1,29.7,C,First,man,True,Cherbourg,no,False,0.5921612686680294,-0.0482525232026999
1,3,female,28.0,0,0,7.75,Q,Third,woman,False,Queenstown,yes,True,-0.1013399324176096,-0.4901732204014585
1,1,female,63.0,1,0,77.9583,S,First,woman,False,Southampton,yes,False,2.5956091829154313,0.9233347925889565
0,3,female,45.0,0,0,7.75,S,Third,woman,False,Southampton,no,True,1.208606780744153,-0.4901732204014585
0,2,male,28.0,0,0,0.0,S,Second,man,True,Southampton,no,True,-0.1013399324176096,-0.6462044460638905
0,3,male,7.0,4,1,29.125,Q,Third,child,False,Queenstown,no,False,-1.719509401617434,-0.0598290334937835
1,3,female,35.0,1,1,20.25,S,Third,woman,False,Southampton,yes,False,0.4380498906489985,-0.2385099532039878
0,3,male,65.0,0,0,7.75,Q,Third,man,True,Queenstown,no,True,2.749720560934462,-0.4901732204014585
0,3,male,28.0,0,0,7.8542,S,Third,man,True,Southampton,no,True,-0.1013399324176096,-0.4880753554061005
0,3,male,16.0,0,0,9.5,S,Third,man,True,Southampton,no,True,-1.026008200531795,-0.4549403629938127
1,3,male,19.0,0,0,8.05,S,Third,man,True,Southampton,yes,True,-0.7948411335032486,-0.4841333019887193
0,1,male,28.0,0,0,26.0,S,First,man,True,Southampton,no,True,-0.1013399324176096,-0.1227448502931512
0,3,male,33.0,0,0,8.6625,C,Third,man,True,Cherbourg,no,True,0.2839385126299676,-0.4718018018960432
1,3,male,30.0,0,0,9.5,S,Third,man,True,Southampton,yes,True,0.0527714456014212,-0.4549403629938127
0,3,male,22.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,-0.5636740664747023,-0.4872378200528672
1,2,male,42.0,0,0,13.0,S,Second,man,True,Southampton,yes,True,0.9774397137156066,-0.3844746481785208
1,3,female,22.0,0,0,7.75,Q,Third,woman,False,Queenstown,yes,True,-0.5636740664747023,-0.4901732204014585
1,1,female,26.0,0,0,78.85,S,First,woman,False,Southampton,yes,True,-0.2554513104366405,0.941287443417755
1,1,female,19.0,1,0,91.0792,C,First,woman,False,Cherbourg,yes,False,-0.7948411335032486,1.18749867759466
0,2,male,36.0,0,0,12.875,C,Second,man,True,Cherbourg,no,True,0.5151055796585139,-0.3869912808504955
0,3,female,24.0,0,0,8.85,S,Third,woman,False,Southampton,no,True,-0.4095626884556714,-0.4680268528880811
0,3,male,24.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,-0.4095626884556714,-0.4872378200528672
0,1,male,28.0,0,0,27.7208,C,First,man,True,Cherbourg,no,True,-0.1013399324176096,-0.0880998782776786
0,3,male,23.5,0,0,7.2292,C,Third,man,True,Cherbourg,no,True,-0.4480905329604291,-0.500658518765974
0,1,female,2.0,1,2,151.55,S,First,child,False,Southampton,no,False,-2.104787846665011,2.404961005438245
1,1,male,28.0,0,0,30.5,S,First,man,True,Southampton,yes,True,-0.1013399324176096,-0.0321460741020617
1,1,female,50.0,0,1,247.5208,C,First,woman,False,Cherbourg,yes,False,1.5938852257917302,4.337147012122648
1,3,female,28.0,0,0,7.75,Q,Third,woman,False,Queenstown,yes,True,-0.1013399324176096,-0.4901732204014585
1,3,male,28.0,2,0,23.25,Q,Third,man,True,Queenstown,yes,False,-0.1013399324176096,-0.1781107690765948
0,3,male,19.0,0,0,0.0,S,Third,man,True,Southampton,no,True,-0.7948411335032486,-0.6462044460638905
1,2,female,28.0,0,0,12.35,Q,Second,woman,False,Queenstown,yes,True,-0.1013399324176096,-0.3975611380727893
0,3,male,28.0,0,0,8.05,S,Third,man,True,Southampton,no,True,-0.1013399324176096,-0.4841333019887193
1,1,male,0.92,1,2,151.55,S,First,child,False,Southampton,yes,False,-2.188007990795288,2.404961005438245
1,1,female,28.0,0,0,110.8833,C,First,woman,False,Cherbourg,yes,True,-0.1013399324176096,1.5862158383870948
1,1,female,17.0,1,0,108.9,C,First,woman,False,Cherbourg,yes,False,-0.9489525115222794,1.546285937760475
0,2,male,30.0,1,0,24.0,C,Second,man,True,Cherbourg,no,False,0.0527714456014212,-0.1630109730447465
1,1,female,30.0,0,0,56.9292,C,First,woman,False,Cherbourg,yes,True,0.0527714456014212,0.4999546316111698
1,1,female,24.0,0,0,83.1583,C,First,woman,False,Cherbourg,yes,True,-0.4095626884556714,1.028026711743104
1,1,female,18.0,2,2,262.375,C,First,woman,False,Cherbourg,yes,False,-0.871896822512764,4.636207532411021
0,2,female,26.0,1,1,26.0,S,Second,woman,False,Southampton,no,False,-0.2554513104366405,-0.1227448502931512
0,3,male,28.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,-0.1013399324176096,-0.4872378200528672
0,2,male,43.0,1,1,26.25,S,Second,man,True,Southampton,no,False,1.054495402725122,-0.1177115849492018
1,3,female,26.0,0,0,7.8542,S,Third,woman,False,Southampton,yes,True,-0.2554513104366405,-0.4880753554061005
1,2,female,24.0,1,0,26.0,S,Second,woman,False,Southampton,yes,False,-0.4095626884556714,-0.1227448502931512
0,2,male,54.0,0,0,14.0,S,Second,man,True,Southampton,no,True,1.902107981829792,-0.3643415868027231
1,1,female,31.0,0,2,164.8667,S,First,woman,False,Southampton,yes,False,0.1298271346109367,2.67306694386133
1,1,female,40.0,1,1,134.5,C,First,woman,False,Cherbourg,yes,False,0.8233283356965757,2.061692308980895
0,3,male,22.0,0,0,7.25,S,Third,man,True,Southampton,no,True,-0.5636740664747023,-0.5002397510893574
0,3,male,27.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,-0.178395621427125,-0.4872378200528672
1,2,female,30.0,0,0,12.35,Q,Second,woman,False,Queenstown,yes,True,0.0527714456014212,-0.3975611380727893
1,2,female,22.0,1,1,29.0,S,Second,woman,False,Southampton,yes,False,-0.5636740664747023,-0.0623456661657582
0,3,male,28.0,8,2,69.55,S,Third,man,True,Southampton,no,False,-0.1013399324176096,0.7540499726228369
1,1,female,36.0,0,0,135.6333,C,First,woman,False,Cherbourg,yes,True,0.5151055796585139,2.084509107438086
0,3,male,61.0,0,0,6.2375,S,Third,man,True,Southampton,no,True,2.4414978048964,-0.5206244757323525
1,2,female,36.0,0,0,13.0,S,Second,woman,False,Southampton,yes,True,0.5151055796585139,-0.3844746481785208
1,3,female,31.0,1,1,20.525,S,Third,woman,False,Southampton,yes,False,0.1298271346109367,-0.2329733613256434
1,1,female,16.0,0,1,57.9792,C,First,woman,False,Cherbourg,yes,False,-1.026008200531795,0.5210943460557573
1,3,female,28.0,2,0,23.25,Q,Third,woman,False,Queenstown,yes,False,-0.1013399324176096,-0.1781107690765948
0,1,male,45.5,0,0,28.5,S,First,man,True,Southampton,no,True,1.2471346252489106,-0.072412196853657
0,1,male,38.0,0,1,153.4625,S,First,man,True,Southampton,no,False,0.6692169576775449,2.443465485319458
0,3,male,16.0,2,0,18.0,S,Third,man,True,Southampton,no,False,-1.026008200531795,-0.2838093412995325
1,1,female,28.0,1,0,133.65,S,First,woman,False,Southampton,yes,False,-0.1013399324176096,2.044579206811467
0,3,male,28.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,-0.1013399324176096,-0.4872378200528672
0,1,male,29.0,1,0,66.6,S,First,man,True,Southampton,no,False,-0.0242842434080941,0.6946574415642337
1,1,female,41.0,0,0,134.5,C,First,woman,False,Cherbourg,yes,True,0.9003840247060911,2.061692308980895
1,3,male,45.0,0,0,8.05,S,Third,man,True,Southampton,yes,True,1.208606780744153,-0.4841333019887193
0,1,male,45.0,0,0,35.5,S,First,man,True,Southampton,no,True,1.208606780744153,0.0685192327769265
1,2,male,2.0,1,1,26.0,S,Second,child,False,Southampton,yes,False,-2.104787846665011,-0.1227448502931512
1,1,female,24.0,3,2,263.0,S,First,woman,False,Southampton,yes,False,-0.4095626884556714,4.648790695770894
0,2,male,28.0,0,0,13.0,S,Second,man,True,Southampton,no,True,-0.1013399324176096,-0.3844746481785208
0,2,male,25.0,0,0,13.0,S,Second,man,True,Southampton,no,True,-0.3325069994461559,-0.3844746481785208
0,2,male,36.0,0,0,13.0,S,Second,man,True,Southampton,no,True,0.5151055796585139,-0.3844746481785208
1,2,female,24.0,0,0,13.0,S,Second,woman,False,Southampton,yes,True,-0.4095626884556714,-0.3844746481785208
1,2,female,40.0,0,0,13.0,S,Second,woman,False,Southampton,yes,True,0.8233283356965757,-0.3844746481785208
1,3,female,28.0,1,0,16.1,S,Third,woman,False,Southampton,yes,False,-0.1013399324176096,-0.3220621579135481
1,3,male,3.0,1,1,15.9,S,Third,child,False,Southampton,yes,False,-2.0277321576554956,-0.3260887701887076
0,3,male,42.0,0,0,8.6625,S,Third,man,True,Southampton,no,True,0.9774397137156066,-0.4718018018960432
0,3,male,23.0,0,0,9.225,S,Third,man,True,Southampton,no,True,-0.4866183774651868,-0.460476954872157
0,1,male,28.0,0,0,35.0,S,First,man,True,Southampton,no,True,-0.1013399324176096,0.0584527020890277
0,3,male,15.0,1,1,7.2292,C,Third,child,False,Cherbourg,no,False,-1.1030638895413103,-0.500658518765974
0,3,male,25.0,1,0,17.8,S,Third,man,True,Southampton,no,False,-0.3325069994461559,-0.287835953574692
0,3,male,28.0,0,0,7.225,C,Third,man,True,Cherbourg,no,True,-0.1013399324176096,-0.5007430776237524
0,3,male,28.0,0,0,9.5,S,Third,man,True,Southampton,no,True,-0.1013399324176096,-0.4549403629938127
1,1,female,22.0,0,1,55.0,S,First,woman,False,Southampton,yes,False,-0.5636740664747023,0.4611139296049809
0,2,female,38.0,0,0,13.0,S,Second,woman,False,Southampton,no,True,0.6692169576775449,-0.3844746481785208
1,3,female,28.0,0,0,7.8792,Q,Third,woman,False,Queenstown,yes,True,-0.1013399324176096,-0.4875720288717055
1,3,female,28.0,0,0,7.8792,Q,Third,woman,False,Queenstown,yes,True,-0.1013399324176096,-0.4875720288717055
0,3,male,40.0,1,4,27.9,S,Third,man,True,Southampton,no,False,0.8233283356965757,-0.0844920336791357
0,2,male,29.0,1,0,27.7208,C,Second,man,True,Cherbourg,no,False,-0.0242842434080941,-0.0880998782776786
0,3,female,45.0,0,1,14.4542,C,Third,woman,False,Cherbourg,no,False,1.208606780744153,-0.3551971503258359
0,3,male,35.0,0,0,7.05,S,Third,man,True,Southampton,no,True,0.4380498906489985,-0.5042663633645169
0,3,male,28.0,1,0,15.5,Q,Third,man,True,Queenstown,no,False,-0.1013399324176096,-0.3341419947390266
0,3,male,30.0,0,0,7.25,S,Third,man,True,Southampton,no,True,0.0527714456014212,-0.5002397510893574
1,1,female,60.0,1,0,75.25,C,First,woman,False,Cherbourg,yes,False,2.3644421158868845,0.8688084224648837
1,3,female,28.0,0,0,7.2292,C,Third,woman,False,Cherbourg,yes,True,-0.1013399324176096,-0.500658518765974
1,3,female,28.0,0,0,7.75,Q,Third,woman,False,Queenstown,yes,True,-0.1013399324176096,-0.4901732204014585
1,1,female,24.0,0,0,69.3,C,First,woman,False,Cherbourg,yes,True,-0.4095626884556714,0.7490167072788875
1,1,male,25.0,1,0,55.4417,C,First,man,True,Cherbourg,yes,False,-0.3325069994461559,0.4700067028146707
0,3,male,18.0,1,0,6.4958,S,Third,man,True,Southampton,no,False,-0.871896822512764,-0.515424105978984
0,3,male,19.0,0,0,8.05,S,Third,man,True,Southampton,no,True,-0.7948411335032486,-0.4841333019887193
0,1,male,22.0,0,0,135.6333,C,First,man,True,Cherbourg,no,True,-0.5636740664747023,2.084509107438086
0,3,female,3.0,3,1,21.075,S,Third,child,False,Southampton,no,False,-2.0277321576554956,-0.2219001775689547
1,1,female,28.0,1,0,82.1708,C,First,woman,False,Cherbourg,yes,False,-0.1013399324176096,1.008145313634504
1,3,female,22.0,0,0,7.25,S,Third,woman,False,Southampton,yes,True,-0.5636740664747023,-0.5002397510893574
0,1,male,27.0,0,2,211.5,C,First,man,True,Cherbourg,no,False,-0.178395621427125,3.6119380349173142
0,3,male,20.0,0,0,4.0125,C,Third,man,True,Cherbourg,no,True,-0.7177854444937332,-0.5654205372935024
0,3,male,19.0,0,0,7.775,S,Third,man,True,Southampton,no,True,-0.7948411335032486,-0.4896698938670636
1,1,female,42.0,0,0,227.525,C,First,woman,False,Cherbourg,yes,True,0.9774397137156066,3.9345703434644728
1,3,female,1.0,0,2,15.7417,C,Third,child,False,Cherbourg,yes,False,-2.1818435356745267,-0.3292758338044964
0,3,male,32.0,0,0,7.925,S,Third,man,True,Southampton,no,True,0.2068828236204521,-0.4866499346606939
1,1,female,35.0,1,0,52.0,S,First,woman,False,Southampton,yes,False,0.4380498906489985,0.4007147454775879
0,3,male,28.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,-0.1013399324176096,-0.4872378200528672
0,2,male,18.0,0,0,73.5,S,Second,man,True,Southampton,no,True,-0.871896822512764,0.8335755650572377
0,3,male,1.0,5,2,46.9,S,Third,child,False,Southampton,no,False,-2.1818435356745267,0.2980361324610198
1,2,female,36.0,0,0,13.0,S,Second,woman,False,Southampton,yes,True,0.5151055796585139,-0.3844746481785208
0,3,male,28.0,0,0,7.7292,Q,Third,man,True,Queenstown,no,True,-0.1013399324176096,-0.4905919880780752
1,2,female,17.0,0,0,12.0,C,Second,woman,False,Cherbourg,yes,True,-0.9489525115222794,-0.4046077095543185
1,1,male,36.0,1,2,120.0,S,First,man,True,Southampton,yes,False,0.5151055796585139,1.769762919031829
1,3,male,21.0,0,0,7.7958,S,Third,man,True,Southampton,yes,True,-0.6407297554842177,-0.489251126190447
0,3,male,28.0,2,0,7.925,S,Third,man,True,Southampton,no,False,-0.1013399324176096,-0.4866499346606939
1,1,female,23.0,1,0,113.275,C,First,woman,False,Cherbourg,yes,False,-0.4866183774651868,1.6343680812795898
1,3,female,24.0,0,2,16.7,S,Third,woman,False,Southampton,yes,False,-0.4095626884556714,-0.3099823210880695
0,3,male,22.0,0,0,7.7958,S,Third,man,True,Southampton,no,True,-0.5636740664747023,-0.489251126190447
0,3,female,31.0,0,0,7.8542,S,Third,woman,False,Southampton,no,True,0.1298271346109367,-0.4880753554061005
0,2,male,46.0,0,0,26.0,S,Second,man,True,Southampton,no,True,1.2856624697536685,-0.1227448502931512
0,2,male,23.0,0,0,10.5,S,Second,man,True,Southampton,no,True,-0.4866183774651868,-0.434807301618015
1,2,female,28.0,0,0,12.65,S,Second,woman,False,Southampton,yes,True,-0.1013399324176096,-0.39152121966005
1,3,male,39.0,0,0,7.925,S,Third,man,True,Southampton,yes,True,0.7462726466870603,-0.4866499346606939
0,3,male,26.0,0,0,8.05,S,Third,man,True,Southampton,no,True,-0.2554513104366405,-0.4841333019887193
0,3,female,21.0,1,0,9.825,S,Third,woman,False,Southampton,no,False,-0.6407297554842177,-0.4483971180466784
0,3,male,28.0,1,0,15.85,S,Third,man,True,Southampton,no,False,-0.1013399324176096,-0.3270954232574974
0,3,female,20.0,0,0,8.6625,S,Third,woman,False,Southampton,no,True,-0.7177854444937332,-0.4718018018960432
0,2,male,34.0,1,0,21.0,S,Second,man,True,Southampton,no,False,0.360994201639483,-0.2234101571721395
0,3,male,51.0,0,0,7.75,S,Third,man,True,Southampton,no,True,1.6709409148012455,-0.4901732204014585
1,2,male,3.0,1,1,18.75,S,Second,child,False,Southampton,yes,False,-2.0277321576554956,-0.2687095452676843
0,3,male,21.0,0,0,7.775,S,Third,man,True,Southampton,no,True,-0.6407297554842177,-0.4896698938670636
0,3,female,28.0,3,1,25.4667,S,Third,woman,False,Southampton,no,False,-0.1013399324176096,-0.1334818119248641
0,3,male,28.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,-0.1013399324176096,-0.4872378200528672
0,3,male,28.0,0,0,6.8583,Q,Third,man,True,Queenstown,no,True,-0.1013399324176096,-0.5081258712302573
1,1,female,33.0,1,0,90.0,Q,First,woman,False,Queenstown,yes,False,0.2839385126299676,1.1657710777578991
0,2,male,28.0,0,0,0.0,S,Second,man,True,Southampton,no,True,-0.1013399324176096,-0.6462044460638905
1,3,male,44.0,0,0,7.925,S,Third,man,True,Southampton,yes,True,1.1315510917346374,-0.4866499346606939
0,3,female,28.0,0,0,8.05,S,Third,woman,False,Southampton,no,True,-0.1013399324176096,-0.4841333019887193
1,2,female,34.0,1,1,32.5,S,Second,woman,False,Southampton,yes,False,0.360994201639483,0.0081200486495335
1,2,female,18.0,0,2,13.0,S,Second,woman,False,Southampton,yes,False,-0.871896822512764,-0.3844746481785208
0,2,male,30.0,0,0,13.0,S,Second,man,True,Southampton,no,True,0.0527714456014212,-0.3844746481785208
0,3,female,10.0,0,2,24.15,S,Third,child,False,Southampton,no,False,-1.4883423345888875,-0.1599910138383769
0,3,male,28.0,0,0,7.8958,C,Third,man,True,Cherbourg,no,True,-0.1013399324176096,-0.4872378200528672
0,3,male,21.0,0,0,7.7333,Q,Third,man,True,Queenstown,no,True,-0.6407297554842177,-0.4905094425264344
0,3,male,29.0,0,0,7.875,S,Third,man,True,Southampton,no,True,-0.0242842434080941,-0.4876565877294839
0,3,female,28.0,1,1,14.4,S,Third,woman,False,Southampton,no,False,-0.1013399324176096,-0.3562883622524042
0,3,male,18.0,1,1,20.2125,S,Third,man,True,Southampton,no,False,-0.871896822512764,-0.2392649430055802
0,3,male,28.0,0,0,7.25,S,Third,man,True,Southampton,no,True,-0.1013399324176096,-0.5002397510893574
1,2,female,28.0,1,0,26.0,S,Second,woman,False,Southampton,yes,False,-0.1013399324176096,-0.1227448502931512
1,2,female,19.0,0,0,26.0,S,Second,woman,False,Southampton,yes,True,-0.7948411335032486,-0.1227448502931512
0,3,male,28.0,0,0,7.75,Q,Third,man,True,Queenstown,no,True,-0.1013399324176096,-0.4901732204014585
1,3,male,32.0,0,0,8.05,S,Third,man,True,Southampton,yes,True,0.2068828236204521,-0.4841333019887193
1,1,male,28.0,0,0,26.55,S,First,man,True,Southampton,yes,True,-0.1013399324176096,-0.1116716665364625
1,3,female,28.0,1,0,16.1,S,Third,woman,False,Southampton,yes,False,-0.1013399324176096,-0.3220621579135481
1,2,female,42.0,1,0,26.0,S,Second,woman,False,Southampton,yes,False,0.9774397137156066,-0.1227448502931512
0,3,male,17.0,0,0,7.125,S,Third,man,True,Southampton,no,True,-0.9489525115222794,-0.5027563837613321
0,1,male,50.0,1,0,55.9,S,First,man,True,Southampton,no,False,1.5938852257917302,0.4792336848431988
1,1,female,14.0,1,2,120.0,S,First,child,False,Southampton,yes,False,-1.1801195785508258,1.769762919031829
0,3,female,21.0,2,2,34.375,S,Third,woman,False,Southampton,no,False,-0.6407297554842177,0.0458695387291541
1,2,female,24.0,2,3,18.75,S,Second,woman,False,Southampton,yes,False,-0.4095626884556714,-0.2687095452676843
0,1,male,64.0,1,4,263.0,S,First,man,True,Southampton,no,False,2.6726648719249466,4.648790695770894
0,2,male,31.0,0,0,10.5,S,Second,man,True,Southampton,no,True,0.1298271346109367,-0.434807301618015
1,2,female,45.0,1,1,26.25,S,Second,woman,False,Southampton,yes,False,1.208606780744153,-0.1177115849492018
0,3,male,20.0,0,0,9.5,S,Third,man,True,Southampton,no,True,-0.7177854444937332,-0.4549403629938127
0,3,male,25.0,1,0,7.775,S,Third,man,True,Southampton,no,False,-0.3325069994461559,-0.4896698938670636
1,2,female,28.0,0,0,13.0,S,Second,woman,False,Southampton,yes,True,-0.1013399324176096,-0.3844746481785208
1,3,male,28.0,0,0,8.1125,S,Third,man,True,Southampton,yes,True,-0.1013399324176096,-0.4828749856527319
1,1,male,4.0,0,2,81.8583,S,First,child,False,Southampton,yes,False,-1.9506764686459803,1.0018537319545673
1,2,female,13.0,0,1,19.5,S,Second,child,False,Southampton,yes,False,-1.2571752675603414,-0.253609749235836
1,1,male,34.0,0,0,26.55,S,First,man,True,Southampton,yes,True,0.360994201639483,-0.1116716665364625
1,3,female,5.0,2,1,19.2583,C,Third,child,False,Cherbourg,yes,False,-1.8736207796364648,-0.2584759101703663
1,1,male,52.0,0,0,30.5,S,First,man,True,Southampton,yes,True,1.747996603810761,-0.0321460741020617
0,2,male,36.0,1,2,27.75,S,Second,man,True,Southampton,no,False,0.5151055796585139,-0.0875119928855053
0,3,male,28.0,1,0,19.9667,S,Third,man,True,Southampton,no,False,-0.1013399324176096,-0.2442136494917512
0,1,male,30.0,0,0,27.75,C,First,man,True,Cherbourg,no,True,0.0527714456014212,-0.0875119928855053
1,1,male,49.0,1,0,89.1042,C,First,man,True,Cherbourg,yes,False,1.5168295367822149,1.1477358813774596
0,3,male,28.0,0,0,8.05,S,Third,man,True,Southampton,no,True,-0.1013399324176096,-0.4841333019887193
1,3,male,29.0,0,0,7.8958,C,Third,man,True,Cherbourg,yes,True,-0.0242842434080941,-0.4872378200528672
0,1,male,65.0,0,0,26.55,S,First,man,True,Southampton,no,True,2.749720560934462,-0.1116716665364625
1,1,female,28.0,1,0,51.8625,S,First,woman,False,Southampton,yes,False,-0.1013399324176096,0.3979464495384157
1,2,female,50.0,0,0,10.5,S,Second,woman,False,Southampton,yes,True,1.5938852257917302,-0.434807301618015
0,3,male,28.0,0,0,7.75,Q,Third,man,True,Queenstown,no,True,-0.1013399324176096,-0.4901732204014585
1,1,male,48.0,0,0,26.55,S,First,man,True,Southampton,yes,True,1.4397738477726991,-0.1116716665364625
0,3,male,34.0,0,0,8.05,S,Third,man,True,Southampton,no,True,0.360994201639483,-0.4841333019887193
0,1,male,47.0,0,0,38.5,S,First,man,True,Southampton,no,True,1.3627181587631838,0.1289184169043195
0,2,male,48.0,0,0,13.0,S,Second,man,True,Southampton,no,True,1.4397738477726991,-0.3844746481785208
0,3,male,28.0,0,0,8.05,S,Third,man,True,Southampton,no,True,-0.1013399324176096,-0.4841333019887193
0,3,male,38.0,0,0,7.05,S,Third,man,True,Southampton,no,True,0.6692169576775449,-0.5042663633645169
0,2,male,28.0,0,0,0.0,S,Second,man,True,Southampton,no,True,-0.1013399324176096,-0.6462044460638905
0,1,male,56.0,0,0,26.55,S,First,man,True,Southampton,no,True,2.0562193598488228,-0.1116716665364625
0,3,male,28.0,0,0,7.725,Q,Third,man,True,Queenstown,no,True,-0.1013399324176096,-0.4906765469358535
1,3,female,0.75,2,1,19.2583,C,Third,child,False,Cherbourg,yes,False,-2.2011074579269057,-0.2584759101703663
0,3,male,28.0,0,0,7.25,S,Third,man,True,Southampton,no,True,-0.1013399324176096,-0.5002397510893574
0,3,male,38.0,0,0,8.6625,S,Third,man,True,Southampton,no,True,0.6692169576775449,-0.4718018018960432
1,2,female,33.0,1,2,27.75,S,Second,woman,False,Southampton,yes,False,0.2839385126299676,-0.0875119928855053
1,2,female,23.0,0,0,13.7917,C,Second,woman,False,Cherbourg,yes,True,-0.4866183774651868,-0.3685353034873018
0,3,female,22.0,0,0,9.8375,S,Third,woman,False,Southampton,no,True,-0.5636740664747023,-0.448145454779481
0,1,male,28.0,0,0,52.0,S,First,man,True,Southampton,no,True,-0.1013399324176096,0.4007147454775879
0,2,male,34.0,1,0,21.0,S,Second,man,True,Southampton,no,False,0.360994201639483,-0.2234101571721395
0,3,male,29.0,1,0,7.0458,S,Third,man,True,Southampton,no,False,-0.0242842434080941,-0.5043509222222953
0,3,male,22.0,0,0,7.5208,S,Third,man,True,Southampton,no,True,-0.5636740664747023,-0.4947877180687913
1,3,female,2.0,0,1,12.2875,S,Third,child,False,Southampton,yes,False,-2.104787846665011,-0.3988194544087766
0,3,male,9.0,5,2,46.9,S,Third,child,False,Southampton,no,False,-1.565398023598403,0.2980361324610198
0,2,male,28.0,0,0,0.0,S,Second,man,True,Southampton,no,True,-0.1013399324176096,-0.6462044460638905
0,3,male,50.0,0,0,8.05,S,Third,man,True,Southampton,no,True,1.5938852257917302,-0.4841333019887193
1,3,female,63.0,0,0,9.5875,S,Third,woman,False,Southampton,yes,True,2.5956091829154313,-0.4531787201234304
1,1,male,25.0,1,0,91.0792,C,First,man,True,Cherbourg,yes,False,-0.3325069994461559,1.18749867759466
0,3,female,28.0,3,1,25.4667,S,Third,woman,False,Southampton,no,False,-0.1013399324176096,-0.1334818119248641
1,1,female,35.0,1,0,90.0,S,First,woman,False,Southampton,yes,False,0.4380498906489985,1.1657710777578991
0,1,male,58.0,0,0,29.7,C,First,man,True,Cherbourg,no,True,2.210330737867854,-0.0482525232026999
0,3,male,30.0,0,0,8.05,S,Third,man,True,Southampton,no,True,0.0527714456014212,-0.4841333019887193
1,3,male,9.0,1,1,15.9,S,Third,child,False,Southampton,yes,False,-1.565398023598403,-0.3260887701887076
0,3,male,28.0,1,0,19.9667,S,Third,man,True,Southampton,no,False,-0.1013399324176096,-0.2442136494917512
0,3,male,21.0,0,0,7.25,S,Third,man,True,Southampton,no,True,-0.6407297554842177,-0.5002397510893574
0,1,male,55.0,0,0,30.5,S,First,man,True,Southampton,no,True,1.9791636708393072,-0.0321460741020617
